################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Post first-round Questionnaire
# Format: CSV with header
#
# The questionnaire filled-in by the participants at the end of the experiment (version
# proposed to the participants after the first round of the official election)
# For most questions, the participants were free not to answer at all (empty value)
# or explicitly they do not want to answer (value "nspp").
#
# * Column 1: Voter number
# * Colums 2-12: Appreciation of voting methods (-2, -1, 0, 1, 2) (NP) means that the
#   voter did not test this method. No value means that the voter did not answer.
#   - Column 2: Approval
#   - Column 3: Evaluation 0/1/2
#   - Column 4: Evaluation 0/1/2/3
#   - Column 5: Evaluation -1/0/1/2
#   - Column 6: Evaluation -1/0/1
#   - Column 7: Borda 4
#   - Column 8: STV 4-11
#   - Column 9: STV 1-11
#   - Column 10: Evaluation Continuous
#   - Column 11: Condorcet
#   - Column 12: two round majority
# * Column 13: what did you do at the first round of the official election?
#   (vote for candidate X / blanc = blank / abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 14: did you vote sincerely? (t = yes / f = no)
# * Column 15: did you vote strategically? (t = yes / f = no)
# * Column 16: did you have another motivation? (free text)
# * Column 17: now that you know the results of the first round, do you think you did the right choice?
#   (-2 = not at all / -1 = rather not / 1 = rather yes / 2 = absolutely)
# * Column 18: if you could revote, what would you do? (vote for candidate X / blanc = blank /
#   abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 19: if you are noty satisfied, is it because you should have voted sincerely? (t = yes / f = no)
# * Column 20: if you are noty satisfied, is it because you should have voted strategically? (t = yes / f = no)
# * Column 21: if you are noty satisfied, is it for another reason? (free text)
# * Column 22: What do you plan to do for the second round of the official election?
#   (vote for candidate X / blanc = blank / abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 23: vote is a right (t = yes / f = no)
# * Column 24: vote is a duty (t = yes / f = no)
# * Column 25: vote is a chance (t = yes / f = no)
# * Column 26: vote is useful (t = yes / f = no)
# * Column 27: evaluate your position on a left / right axis (0 = left ... 10 = right)
# * Column 28: age group (18-29, 30-39, 40-49, 50-59, 60-69, 70)
# * Column 29: gender (h = male / f = female)
# * Column 30: level of education (primaire = basic / secondaire = intermediate / superieur = higher)
# * Column 31: socio-professional category (liberal = "profession libérale", approximately self-employed
#   independent profession / prive = employee in the private sector /
#   public = employee in the public sector / chomage = unemployed / etudiant = student / autre = other)
#
################################################################################
"Voter","Appreciation Approval","Appreciation Evaluation 0/1/2","Appreciation Evaluation 0/1/2/3","Appreciation Evaluation -1/0/1/2","Appreciation Evaluation -1/0/1","Appreciation Borda 4","Appreciation STV 4-11","Appreciation STV 1-11","Appreciation Evaluation Continuous","Appreciation Condorcet","Appreciation two round majority","official vote","I voted sincerely","I voted strategically","Other motivation","Regret evaluation","I should have voted...","I should have voted sincerely","I should have voted strategically","I should have voted otherwise","second round","vote is a right","vote is a duty","vote is a chance","vote is useful","left right","age","gender","studies","socioprofessional"
"Voter 34414","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","h","secondaire","etudiant"
"Voter 34415","","(NP)","(NP)","(NP)","","","(NP)","(NP)","","","","Benoît Hamon","t","f","","1","Benoît Hamon","f","f","Je suis satisfait de mon vote du premier tour,","Emmanuel Macron","","","","","","18-29","h","superieur","prive"
"Voter 34416","(NP)","(NP)","","","(NP)","(NP)","(NP)","","","","","Nicolas Dupont-Aignan","f","t","","1","blanc","f","f","","abstention","","","","","","18-29","f","secondaire","autre"
"Voter 34417","","(NP)","(NP)","(NP)","","","(NP)","(NP)","","","","","f","f","","","","f","f","","","","","","","","","","",""
"Voter 34418","","(NP)","(NP)","","(NP)","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","","","","","","30-39","h","superieur","prive"
"Voter 34419","(NP)","(NP)","","","(NP)","(NP)","","(NP)","","","","Nicolas Dupont-Aignan","t","f","","2","Nicolas Dupont-Aignan","f","f","","Emmanuel Macron","","","","","","30-39","h","superieur","prive"
"Voter 34420","(NP)","-1","(NP)","(NP)","1","1","(NP)","(NP)","","","-2","Emmanuel Macron","f","f","","1","Jacques Cheminade","t","f","","Emmanuel Macron","t","t","t","f","6","30-39","h","superieur","prive"
"Voter 34421","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","abstention","f","f","","","","f","f","","abstention","","","","","","30-39","f","superieur","prive"
"Voter 34422","1","(NP)","1","(NP)","(NP)","2","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","f","3","18-29","f","superieur","prive"
"Voter 34423","(NP)","(NP)","","","(NP)","(NP)","","(NP)","","","","Emmanuel Macron","f","t","","1","Jean-Luc Mélenchon","t","f","","Emmanuel Macron","","","","","","30-39","f","superieur","prive"
"Voter 34424","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","18-29","h","superieur","chomage"
"Voter 34425","(NP)","(NP)","","","(NP)","(NP)","","(NP)","","","","Emmanuel Macron","f","t","","1","Benoît Hamon","t","f","","Emmanuel Macron","","","","","","40-49","h","superieur","prive"
"Voter 34426","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","prive"
"Voter 34427","(NP)","(NP)","1","1","(NP)","1","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","f","t","t","0","18-29","h","superieur","etudiant"
"Voter 34428","1","(NP)","(NP)","(NP)","","(NP)","(NP)","1","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","","t","3","18-29","h","superieur","chomage"
"Voter 34429","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","f","t","","-1","Benoît Hamon","t","f","","blanc","","","","","","18-29","h","superieur","etudiant"
"Voter 34430","(NP)","(NP)","","","(NP)","(NP)","(NP)","","","","","Emmanuel Macron","t","f","","1","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","30-39","h","superieur","chomage"
"Voter 34431","1","(NP)","(NP)","2","(NP)","1","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","1","18-29","h","superieur","prive"
"Voter 34432","(NP)","","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","f","f","","blanc","","","","","","50-59","h","superieur","liberal"
"Voter 34433","","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","blanc","f","f","J'ai du voté sur une machine à voter...","-1","abstention","f","f","Je n'aime pas les machines à voter","abstention","","","","","","30-39","h","superieur","prive"
"Voter 34434","1","(NP)","(NP)","1","(NP)","2","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","ne se prononce pas","t","f","t","t","3","30-39","h","superieur","prive"
"Voter 34435","","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","Benoît Hamon","t","f","","1","Benoît Hamon","f","f","","Emmanuel Macron","","","","","","40-49","h","superieur","public"
"Voter 34436","2","(NP)","(NP)","1","(NP)","(NP)","(NP)","1","","","1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","","t","t","t","t","8","18-29","f","superieur","prive"
"Voter 34437","(NP)","(NP)","1","2","(NP)","(NP)","0","(NP)","","","1","Jean-Luc Mélenchon","f","t","","-1","Benoît Hamon","t","f","","blanc","t","t","t","t","3","18-29","h","superieur","etudiant"
"Voter 34438","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Benoît Hamon","t","f","","-1","Jean-Luc Mélenchon","f","t","","blanc","","","","","","18-29","h","superieur","prive"
"Voter 34439","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","","","","","","30-39","h","superieur","prive"
"Voter 34440","(NP)","(NP)","1","1","(NP)","(NP)","2","(NP)","","","0","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","f","f","Il s'en est fallut de peu que mon candidat passe au second tour.","Emmanuel Macron","t","t","","t","2","30-39","f","superieur","public"
"Voter 34441","","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","50-59","f","secondaire","prive"
"Voter 34442","(NP)","1","(NP)","(NP)","1","-1","(NP)","(NP)","","","0","Emmanuel Macron","t","f","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","f","t","t","6","30-39","h","superieur","chomage"
"Voter 34443","-1","(NP)","(NP)","1","(NP)","1","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","ne se prononce pas","t","","t","","2","18-29","h","superieur","etudiant"
"Voter 34444","2","(NP)","(NP)","2","(NP)","0","(NP)","(NP)","","","","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","abstention","t","t","t","t","3","30-39","h","superieur","prive"
"Voter 34445","2","(NP)","2","(NP)","(NP)","1","(NP)","(NP)","","","1","François Fillon","t","f","","1","François Fillon","f","f","","Emmanuel Macron","t","t","t","t","5","18-29","f","superieur","public"
"Voter 34446","1","(NP)","2","(NP)","(NP)","2","(NP)","(NP)","","","-2","Benoît Hamon","t","f","","-1","Jean-Luc Mélenchon","f","t","","blanc","t","t","t","t","2","18-29","h","superieur","prive"
"Voter 34447","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","f","superieur","public"
"Voter 34448","(NP)","1","(NP)","(NP)","1","(NP)","1","(NP)","","","1","Emmanuel Macron","f","f","Choix par élimination des autres candidats.","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","4","18-29","f","superieur","public"
"Voter 34449","1","(NP)","(NP)","(NP)","1","(NP)","1","(NP)","","","-1","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","2","18-29","f","superieur","public"
"Voter 34450","1","(NP)","(NP)","(NP)","-1","(NP)","0","(NP)","","","0","François Fillon","t","f","","1","François Fillon","f","f","","Emmanuel Macron","t","f","t","f","7","30-39","h","superieur","liberal"
"Voter 34451","(NP)","2","(NP)","(NP)","-1","(NP)","1","(NP)","","","0","Emmanuel Macron","t","f","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","f","t","7","18-29","h","superieur","public"
"Voter 34452","(NP)","(NP)","","","(NP)","(NP)","(NP)","","","","","non inscrit","f","f","","-1","non inscrit","f","f","","non inscrit","","","","","","nspp","nspp","nspp","etudiant"
"Voter 34453","","(NP)","(NP)","(NP)","","(NP)","(NP)","","","","","Emmanuel Macron","t","f","","1","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","etudiant"
"Voter 34454","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","liberal"
"Voter 34455","(NP)","(NP)","1","2","(NP)","(NP)","(NP)","1","","","-1","Jean-Luc Mélenchon","t","f","","2","","f","f","","abstention","t","f","t","t","3","18-29","h","superieur","prive"
"Voter 34456","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","30-39","h","superieur","prive"
"Voter 34457","1","(NP)","(NP)","1","(NP)","(NP)","(NP)","1","","","-1","François Fillon","f","t","","1","","f","f","","Emmanuel Macron","t","t","t","t","6","50-59","f","superieur","prive"
"Voter 34458","","(NP)","(NP)","(NP)","","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","50-59","f","superieur","public"
"Voter 34459","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","18-29","h","secondaire","chomage"
"Voter 34460","","(NP)","(NP)","(NP)","","","(NP)","(NP)","","","","","f","f","","","","f","f","","","","","","","","","","",""
"Voter 34461","(NP)","","(NP)","(NP)","","(NP)","","(NP)","","","","Emmanuel Macron","f","t","","-1","Nicolas Dupont-Aignan","t","f","","Emmanuel Macron","","","","","","18-29","h","superieur","etudiant"
"Voter 34462","(NP)","0","(NP)","(NP)","1","(NP)","(NP)","-2","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","4","18-29","h","secondaire","chomage"
"Voter 34463","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","40-49","f","superieur","autre"
"Voter 34464","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","Bien que ses chances d'accéder au second tour était mince, je souhaitais qu'il finisse 3","2","Jean-Luc Mélenchon","f","f","","abstention","","","","","","50-59","h","superieur","public"
"Voter 34465","1","(NP)","(NP)","0","(NP)","(NP)","2","(NP)","","","-1","Emmanuel Macron","f","t","","-1","Benoît Hamon","t","f","","Emmanuel Macron","t","t","t","t","2","18-29","f","superieur","prive"
"Voter 34466","2","(NP)","(NP)","0","(NP)","(NP)","(NP)","0","","","0","ne se prononce pas","f","f","","1","ne se prononce pas","f","f","","ne se prononce pas","t","t","t","t","5","30-39","f","superieur","prive"
"Voter 34467","(NP)","0","(NP)","(NP)","-1","1","(NP)","(NP)","","","-2","Emmanuel Macron","f","f","c'est le moins pire...","1","Emmanuel Macron","f","f","J'aurai voulu un autre candidat que ces guignols.","Emmanuel Macron","t","t","f","f","5","30-39","f","superieur","prive"
"Voter 34468","2","(NP)","(NP)","-1","(NP)","(NP)","1","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","1","30-39","f","superieur","prive"
"Voter 34469","(NP)","(NP)","1","-1","(NP)","(NP)","1","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","Ls Partie du 2nd Tour, prennent pas en comptes idées véhiculés par 1er. C'Pas démocratique","ne se prononce pas","t","t","t","t","5","30-39","h","superieur","liberal"
"Voter 34470","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","Benoît Hamon","t","f","Il me semblait aussi particulièrement intègre et sincère...","1","Benoît Hamon","f","f","","blanc","","","","","","60-69","f","superieur","autre"
"Voter 34471","","(NP)","(NP)","(NP)","","","(NP)","(NP)","","","","François Fillon","t","f","","2","François Fillon","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","prive"
"Voter 34472","(NP)","(NP)","","","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","60-69","f","primaire","retraite"
"Voter 34473","0","(NP)","1","(NP)","(NP)","(NP)","(NP)","1","","","-1","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","2","50-59","f","superieur","prive"
"Voter 34474","0","(NP)","0","(NP)","(NP)","(NP)","0","(NP)","","","1","François Fillon","f","f","","2","François Fillon","f","f","","Emmanuel Macron","t","t","t","f","7","18-29","h","superieur","prive"
"Voter 34475","(NP)","1","(NP)","(NP)","0","(NP)","1","(NP)","","","-2","Benoît Hamon","t","f","","-1","Jean-Luc Mélenchon","f","t","","Emmanuel Macron","t","t","t","t","3","18-29","f","superieur","public"
"Voter 34476","(NP)","","(NP)","(NP)","","","(NP)","(NP)","","","","Emmanuel Macron","f","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","","t","t","","2","60-69","f","superieur","retraite"
"Voter 34477","(NP)","-2","(NP)","(NP)","-2","-2","(NP)","(NP)","","","0","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","4","60-69","f","","retraite"
"Voter 34478","0","(NP)","-1","(NP)","(NP)","0","(NP)","(NP)","","","1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","5","18-29","h","superieur","prive"
"Voter 34479","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","liberal"
"Voter 34480","","(NP)","","(NP)","(NP)","(NP)","","(NP)","","","","François Fillon","t","t","","2","François Fillon","f","f","","Emmanuel Macron","","","","","","60-69","h","superieur","prive"
"Voter 34481","","(NP)","","(NP)","(NP)","(NP)","","(NP)","","","","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","40-49","f","superieur","public"
"Voter 34482","(NP)","1","(NP)","(NP)","1","(NP)","(NP)","1","","","1","François Fillon","f","f","","2","François Fillon","f","f","","Emmanuel Macron","t","t","t","t","8","60-69","h","superieur","retraite"
"Voter 34483","","(NP)","(NP)","","(NP)","","(NP)","(NP)","","","","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","40-49","f","superieur","liberal"
"Voter 34484","","(NP)","(NP)","(NP)","","","(NP)","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","30-39","f","superieur","public"
"Voter 34485","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","François Fillon","f","t","","1","François Fillon","f","f","","Marine Le Pen","","","","","","60-69","h","superieur","public"
"Voter 34486","","(NP)","","(NP)","(NP)","(NP)","","(NP)","","","","François Asselineau","t","f","","-1","Jean-Luc Mélenchon","f","t","","abstention","","","","","","18-29","h","superieur","etudiant"
"Voter 34487","(NP)","2","(NP)","(NP)","2","2","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","f","t","f","0","30-39","f","superieur","prive"
"Voter 34488","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","","","","","30-39","h","superieur","prive"
"Voter 34489","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","f","t","","1","Benoît Hamon","t","f","","Emmanuel Macron","","","","","","18-29","h","superieur","prive"
"Voter 34490","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","30-39","h","superieur","autre"
"Voter 34491","(NP)","","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","30-39","f","superieur","public"
"Voter 34492","1","(NP)","(NP)","1","(NP)","0","(NP)","(NP)","","","-1","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","4","40-49","f","superieur","liberal"
"Voter 34493","1","(NP)","1","(NP)","(NP)","(NP)","(NP)","-1","","","-1","abstention","f","f","","-1","Jean-Luc Mélenchon","f","f","","abstention","t","f","f","f","0","18-29","f","superieur","prive"
"Voter 34494","","(NP)","(NP)","(NP)","","","(NP)","(NP)","","","","Philippe Poutou","t","f","","2","Philippe Poutou","f","f","","blanc","","","","","","30-39","h","superieur","etudiant"
"Voter 34495","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Emmanuel Macron","f","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","50-59","h","superieur","public"
"Voter 34496","","(NP)","","(NP)","(NP)","","(NP)","(NP)","","","","Emmanuel Macron","f","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","30-39","f","superieur","autre"
"Voter 34497","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","","","","","","50-59","f","superieur","public"
"Voter 34498","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","30-39","h","superieur","prive"
"Voter 34499","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","ne se prononce pas","","","","","","30-39","f","superieur",""
"Voter 34500","2","(NP)","1","(NP)","(NP)","-1","(NP)","(NP)","","","-1","François Fillon","t","f","","2","François Fillon","f","f","","Emmanuel Macron","t","t","t","t","6","30-39","h","superieur","liberal"
"Voter 34501","","(NP)","","(NP)","(NP)","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","public"
"Voter 34502","2","(NP)","1","(NP)","(NP)","(NP)","2","(NP)","","","-2","Philippe Poutou","t","f","","2","Philippe Poutou","f","f","","blanc","f","f","f","t","1","30-39","h","superieur","etudiant"
"Voter 34503","1","(NP)","(NP)","1","(NP)","(NP)","1","(NP)","","","1","Emmanuel Macron","f","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","f","f","f","f","4","50-59","h","superieur","public"
"Voter 34504","1","(NP)","1","(NP)","(NP)","2","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","","","3","18-29","h","superieur","public"
"Voter 34505","1","(NP)","0","(NP)","(NP)","(NP)","(NP)","0","","","1","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","t","t","t","2","30-39","f","superieur","autre"
"Voter 34506","(NP)","","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","50-59","f","superieur","prive"
"Voter 34507","(NP)","(NP)","","","(NP)","","(NP)","(NP)","","","","Philippe Poutou","t","f","","2","Philippe Poutou","f","f","","abstention","","","","","","40-49","f","superieur","prive"
"Voter 34508","(NP)","","(NP)","(NP)","","(NP)","","(NP)","","","","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","","","30-39","h","superieur","public"
"Voter 34509","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","etudiant"
"Voter 34510","","(NP)","","(NP)","(NP)","(NP)","(NP)","","","","","Philippe Poutou","t","f","","1","Philippe Poutou","f","f","","blanc","","","","","","18-29","nspp","superieur","chomage"
"Voter 34511","0","(NP)","2","(NP)","(NP)","(NP)","(NP)","2","","","0","Philippe Poutou","t","f","","2","Philippe Poutou","f","f","","Emmanuel Macron","t","t","t","t","0","18-29","f","superieur","etudiant"
"Voter 34512","","(NP)","(NP)","(NP)","","(NP)","","(NP)","","","","Benoît Hamon","t","f","","-1","Benoît Hamon","t","f","","Emmanuel Macron","","","","","","40-49","f","superieur","public"
"Voter 34513","(NP)","(NP)","","","(NP)","(NP)","(NP)","","","","","Benoît Hamon","f","f","","","blanc","f","f","","Emmanuel Macron","","","","","","18-29","h","superieur","liberal"
"Voter 34514","(NP)","(NP)","","","(NP)","(NP)","","(NP)","","","","François Asselineau","t","f","","1","François Asselineau","f","f","","blanc","","","","","","18-29","f","superieur","public"
"Voter 34515","1","(NP)","(NP)","0","(NP)","(NP)","1","(NP)","","","-1","blanc","f","f","Aucun candidat ne me correspondait mais je voulais effectuer mon devoir de citoyen(ne)","-1","ne se prononce pas","f","f","","Emmanuel Macron","t","t","t","t","4","18-29","f","superieur","prive"
"Voter 34516","(NP)","0","(NP)","(NP)","0","1","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","f","t","f","3","18-29","h","superieur","etudiant"
"Voter 34517","(NP)","(NP)","0","0","(NP)","(NP)","(NP)","1","","","-1","Philippe Poutou","t","f","","2","Philippe Poutou","f","f","","ne se prononce pas","t","t","t","f","0","30-39","f","superieur","public"
"Voter 34518","1","(NP)","(NP)","0","(NP)","-2","(NP)","(NP)","","","-1","Nathalie Arthaud","t","f","","2","Nathalie Arthaud","f","f","","blanc","t","f","t","f","0","18-29","h","superieur","prive"
"Voter 34519","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","","François Asselineau","t","f","Un homme qui a des raisonnements logiques, qui donne selon moi le plus d'arguments","2","François Asselineau","f","f","","Marine Le Pen","","","","","","18-29","h","superieur","etudiant"
"Voter 34520","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","-2","Philippe Poutou","t","f","","1","Philippe Poutou","f","f","","","","","","","0","30-39","f","superieur","public"
