################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Questionnaire.
# Format: CSV with header
#
# The questionnaire filled-in by the participants at the end of the experiment (version
# proposed to the participants before the first round of the official election)
# For most questions, the participants were free not to answer at all (empty value)
# or explicitly they do not want to answer (value "nspp").
#
# * Column 1: Voter number
# * Colums 2-12: Appreciation of voting methods (-2, -1, 0, 1, 2) (NP) means that the
#   voter did not test this method. No value means that the voter did not answer.
#   - Column 2: Approval
#   - Column 3: Evaluation 0/1/2
#   - Column 4: Evaluation 0/1/2/3
#   - Column 5: Evaluation -1/0/1/2
#   - Column 6: Evaluation -1/0/1
#   - Column 7: Borda 4
#   - Column 8: STV 4-11
#   - Column 9: STV 1-11
#   - Column 10: Evaluation Continuous
#   - Column 11: Condorcet
#   - Column 12: two round majority
# * Column 13: what do you plan to do at the first round of the official election?
#   (vote for candidate X / blanc = blank / abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 14: vote is a right (t = yes / f = no)
# * Column 15: vote is a duty (t = yes / f = no)
# * Column 16: vote is a chance (t = yes / f = no)
# * Column 17: vote is useful (t = yes / f = no)
# * Column 18: evaluate your position on a left / right axis (0 = left ... 10 = right)
# * Column 19: age group (18-29, 30-39, 40-49, 50-59, 60-69, 70)
# * Column 20: gender (h = male / f = female)
# * Column 21: level of education (primaire = basic / secondaire = intermediate / superieur = higher)
# * Column 22: socio-professional category (liberal = "profession libérale", approximately self-employed
#   independent profession / prive = employee in the private sector /
#   public = employee in the public sector / chomage = unemployed / etudiant = student / autre = other)
#
################################################################################
Voter,Appreciation Approval,Appreciation Evaluation 0/1/2,Appreciation Evaluation 0/1/2/3,Appreciation Evaluation -1/0/1/2,Appreciation Evaluation -1/0/1,Appreciation Borda 4,Appreciation STV 4-11,Appreciation STV 1-11,Appreciation Evaluation Continuous,Appreciation Condorcet,Appreciation two round majority,official vote,vote is a right,vote is a duty,vote is a chance,vote is useful,left right,age,gender,studies,socioprofessional
Voter 26995,(NP),(NP),1,1,(NP),(NP),1,(NP),,,0,Jean-Luc Mélenchon,t,t,,f,1,30-39,h,superieur,prive
Voter 26996,(NP),0,(NP),(NP),0,(NP),1,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,1,60-69,f,superieur,retraite
Voter 26997,(NP),(NP),1,1,(NP),(NP),1,(NP),,,-2,Benoît Hamon,t,f,f,f,0,18-29,h,superieur,public
Voter 26998,(NP),(NP),1,1,(NP),(NP),1,(NP),,,-2,Emmanuel Macron,t,t,t,,4,+70,f,superieur,retraite
Voter 26999,(NP),(NP),1,1,(NP),(NP),(NP),0,,,1,Emmanuel Macron,t,t,t,t,5,30-39,f,superieur,public
Voter 27000,2,(NP),(NP),(NP),2,(NP),1,(NP),,,-2,Emmanuel Macron,t,t,t,t,5,30-39,f,superieur,autre
Voter 27001,1,(NP),(NP),-1,(NP),2,(NP),(NP),,,-1,Benoît Hamon,t,t,t,,0,60-69,f,superieur,retraite
Voter 27002,(NP),(NP),0,1,(NP),(NP),-1,(NP),,,-2,Benoît Hamon,t,t,t,t,8,18-29,f,superieur,liberal
Voter 27003,1,(NP),(NP),2,(NP),(NP),(NP),1,,,1,Benoît Hamon,t,f,t,f,8,18-29,f,superieur,etudiant
Voter 27004,(NP),(NP),1,1,(NP),(NP),1,(NP),,,1,Benoît Hamon,t,t,t,t,4,30-39,f,superieur,public
Voter 27005,2,(NP),(NP),2,(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,f,t,t,2,40-49,f,superieur,liberal
Voter 27006,(NP),0,(NP),(NP),0,1,(NP),(NP),,,-1,Benoît Hamon,,t,t,,3,30-39,f,superieur,liberal
Voter 27007,(NP),(NP),2,2,(NP),(NP),2,(NP),,,2,François Asselineau,t,t,t,t,5,30-39,f,superieur,prive
Voter 27008,1,(NP),(NP),-1,(NP),(NP),(NP),2,,,-1,Jean-Luc Mélenchon,t,,t,t,5,30-39,h,superieur,public
Voter 27009,(NP),-1,(NP),(NP),-1,1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,3,18-29,h,superieur,etudiant
Voter 27010,(NP),1,(NP),(NP),1,(NP),(NP),2,,,-1,Benoît Hamon,t,t,t,t,9,30-39,f,superieur,public
Voter 27011,(NP),(NP),0,2,(NP),(NP),-1,(NP),,,0,Benoît Hamon,t,,t,t,2,18-29,h,superieur,etudiant
Voter 27012,0,(NP),1,(NP),(NP),1,(NP),(NP),,,-1,Benoît Hamon,t,t,t,f,3,18-29,h,superieur,prive
Voter 27013,(NP),(NP),1,0,(NP),(NP),(NP),2,,,-2,Jean-Luc Mélenchon,t,,,,0,40-49,h,secondaire,chomage
Voter 27014,0,(NP),0,(NP),(NP),(NP),(NP),0,,,0,Benoît Hamon,t,t,t,t,4,30-39,f,superieur,public
Voter 27015,-2,(NP),-1,(NP),(NP),-1,(NP),(NP),,,1,Emmanuel Macron,t,t,t,t,7,18-29,f,superieur,prive
Voter 27016,2,(NP),(NP),(NP),1,(NP),-2,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,f,2,30-39,h,superieur,public
Voter 27017,1,(NP),(NP),(NP),0,(NP),-1,(NP),,,-1,incertitude,t,,t,,1,60-69,f,superieur,prive
Voter 27018,2,(NP),2,(NP),(NP),1,(NP),(NP),,,-2,non inscrit,t,f,t,t,2,40-49,h,superieur,prive
Voter 27019,1,(NP),(NP),(NP),-1,(NP),(NP),-1,,,-1,incertitude,t,t,t,t,0,30-39,f,superieur,liberal
Voter 27020,(NP),0,(NP),(NP),1,(NP),(NP),2,,,-1,Jean-Luc Mélenchon,t,t,t,t,4,18-29,h,superieur,etudiant
Voter 27021,(NP),-1,(NP),(NP),0,(NP),(NP),1,,,1,François Fillon,t,t,t,t,,30-39,f,superieur,nspp
Voter 27022,1,(NP),1,(NP),(NP),(NP),(NP),2,,,-2,Jean-Luc Mélenchon,t,t,t,t,5,30-39,h,secondaire,prive
Voter 27023,(NP),1,(NP),(NP),1,2,(NP),(NP),,,-1,Marine Le Pen,t,t,t,f,10,18-29,h,superieur,prive
Voter 27024,,(NP),(NP),(NP),,(NP),(NP),,,,-1,Jean-Luc Mélenchon,t,t,t,,0,30-39,f,superieur,public
Voter 27025,(NP),(NP),,0,(NP),0,(NP),(NP),,,1,Benoît Hamon,t,t,t,t,4,40-49,h,superieur,prive
Voter 27026,0,(NP),1,(NP),(NP),1,(NP),(NP),,,0,François Fillon,t,t,t,t,6,50-59,h,superieur,prive
Voter 27027,-1,(NP),(NP),1,(NP),(NP),(NP),-1,,,2,Jean-Luc Mélenchon,t,f,t,t,3,18-29,h,superieur,etudiant
Voter 27028,-1,(NP),2,(NP),(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,t,t,2,40-49,h,superieur,public
Voter 27029,(NP),2,(NP),(NP),1,(NP),(NP),1,,,-1,Benoît Hamon,t,t,t,t,0,30-39,f,superieur,public
Voter 27030,2,(NP),2,(NP),(NP),(NP),0,(NP),,,-2,Jean-Luc Mélenchon,t,,,,2,40-49,h,superieur,chomage
Voter 27031,(NP),(NP),0,1,(NP),1,(NP),(NP),,,1,Emmanuel Macron,t,t,t,t,5,30-39,f,superieur,public
Voter 27032,-1,(NP),1,(NP),(NP),(NP),1,(NP),,,2,François Fillon,t,t,t,t,7,18-29,f,superieur,prive
Voter 27033,(NP),1,(NP),(NP),-1,(NP),1,(NP),,,-1,blanc,t,t,t,f,3,18-29,f,superieur,etudiant
Voter 27034,(NP),(NP),1,1,(NP),(NP),(NP),0,,,-1,Jean-Luc Mélenchon,t,t,t,t,0,30-39,h,superieur,public
Voter 27035,(NP),(NP),-1,-1,(NP),(NP),(NP),1,,,-1,non inscrit,t,,,,0,18-29,f,superieur,autre
Voter 27036,(NP),(NP),0,0,(NP),(NP),0,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,5,30-39,h,superieur,public
Voter 27037,0,(NP),(NP),1,(NP),2,(NP),(NP),,,1,Emmanuel Macron,t,t,t,t,3,30-39,f,superieur,public
Voter 27038,(NP),(NP),0,0,(NP),(NP),(NP),1,,,1,Jean-Luc Mélenchon,t,t,t,t,1,30-39,f,superieur,public
Voter 27039,0,(NP),0,(NP),(NP),(NP),0,(NP),,,0,Benoît Hamon,t,f,f,f,5,nspp,nspp,nspp,nspp
Voter 27040,,(NP),(NP),(NP),,(NP),,(NP),,,,Emmanuel Macron,,,,,,30-39,h,superieur,prive
Voter 27041,1,(NP),(NP),(NP),-1,1,(NP),(NP),,,1,Benoît Hamon,t,f,t,t,2,18-29,f,superieur,prive
Voter 27042,1,(NP),(NP),(NP),-1,(NP),(NP),1,,,-1,Jean-Luc Mélenchon,f,t,t,t,3,18-29,h,superieur,etudiant
Voter 27043,1,(NP),1,(NP),(NP),(NP),-1,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,2,30-39,h,superieur,prive
Voter 27044,(NP),(NP),1,2,(NP),1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,2,18-29,f,superieur,public
Voter 27045,(NP),(NP),1,1,(NP),(NP),2,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,3,18-29,h,superieur,etudiant
Voter 27046,2,(NP),(NP),-1,(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,t,t,3,50-59,f,superieur,liberal
Voter 27047,1,(NP),0,(NP),(NP),-1,(NP),(NP),,,-2,Benoît Hamon,t,f,t,f,1,18-29,f,superieur,public
Voter 27048,(NP),0,(NP),(NP),1,(NP),(NP),-1,,,0,Jean-Luc Mélenchon,t,t,t,t,0,40-49,f,superieur,prive
Voter 27049,1,(NP),-1,(NP),(NP),(NP),-1,(NP),,,-2,Jean-Luc Mélenchon,t,f,t,t,2,18-29,f,superieur,liberal
Voter 27050,1,(NP),(NP),(NP),1,1,(NP),(NP),,,-2,Emmanuel Macron,t,f,t,t,6,40-49,h,superieur,public
Voter 27051,2,(NP),2,(NP),(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,t,t,0,18-29,f,superieur,etudiant
Voter 27052,(NP),(NP),1,1,(NP),1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,f,t,2,18-29,h,superieur,etudiant
Voter 27053,-1,(NP),(NP),(NP),1,(NP),1,(NP),,,-2,Jean-Luc Mélenchon,t,t,,t,3,50-59,f,superieur,retraite
Voter 27054,(NP),(NP),2,1,(NP),(NP),(NP),0,,,0,Jean-Luc Mélenchon,t,t,t,t,1,30-39,f,superieur,public
Voter 27055,(NP),(NP),1,1,(NP),(NP),-1,(NP),,,-1,incertitude,t,f,t,t,6,18-29,h,superieur,etudiant
Voter 27056,(NP),-1,(NP),(NP),-2,1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,,,,3,30-39,h,superieur,nspp
Voter 27057,(NP),(NP),,,(NP),,(NP),(NP),,,,,,,,,,,,,
Voter 27058,2,(NP),(NP),(NP),1,(NP),(NP),1,,,-2,Philippe Poutou,t,f,t,f,1,18-29,h,superieur,public
Voter 27059,-1,(NP),(NP),(NP),1,(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,t,t,2,30-39,h,superieur,prive
Voter 27060,0,(NP),-2,(NP),(NP),1,(NP),(NP),,,2,Jean-Luc Mélenchon,t,t,t,t,2,18-29,h,secondaire,etudiant
Voter 27061,(NP),0,(NP),(NP),0,(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,f,t,t,3,18-29,h,superieur,autre
Voter 27062,2,(NP),-1,(NP),(NP),1,(NP),(NP),,,1,incertitude,t,t,t,t,5,18-29,f,superieur,public
Voter 27063,1,(NP),(NP),2,(NP),(NP),(NP),2,,,-1,Jean-Luc Mélenchon,t,t,t,t,3,30-39,h,superieur,prive
Voter 27064,(NP),(NP),-1,1,(NP),1,(NP),(NP),,,1,Nicolas Dupont-Aignan,t,t,t,t,6,30-39,f,superieur,public
Voter 27065,1,(NP),(NP),2,(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,5,50-59,f,superieur,public
Voter 27066,1,(NP),(NP),(NP),-1,1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,f,,f,1,18-29,h,superieur,public
Voter 27067,,(NP),(NP),(NP),,(NP),,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,1,50-59,f,superieur,prive
Voter 27068,1,(NP),2,(NP),(NP),(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,t,t,f,2,30-39,h,superieur,prive
Voter 27069,(NP),-2,(NP),(NP),1,1,(NP),(NP),,,2,Benoît Hamon,t,t,t,,3,60-69,h,superieur,liberal
Voter 27070,,(NP),,(NP),(NP),(NP),(NP),,,,,Benoît Hamon,,t,t,t,2,50-59,f,superieur,public
Voter 27071,(NP),(NP),-1,-1,(NP),(NP),(NP),-1,,,-1,non inscrit,t,t,t,f,4,30-39,f,superieur,autre
Voter 27072,-2,(NP),1,(NP),(NP),1,(NP),(NP),,,-1,François Fillon,t,f,t,t,9,18-29,h,superieur,etudiant
Voter 27073,(NP),(NP),2,1,(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,,t,t,1,50-59,h,superieur,public
Voter 27074,2,(NP),(NP),1,(NP),0,(NP),(NP),,,-1,Benoît Hamon,t,t,,,4,+70,f,superieur,retraite
Voter 27075,(NP),(NP),1,1,(NP),(NP),(NP),1,,,1,Jean-Luc Mélenchon,t,t,f,t,2,40-49,h,nspp,liberal
Voter 27076,1,(NP),(NP),(NP),-1,(NP),(NP),1,,,1,Emmanuel Macron,t,t,,,4,18-29,f,superieur,etudiant
Voter 27077,(NP),0,(NP),(NP),1,-2,(NP),(NP),,,-1,Emmanuel Macron,t,t,t,t,5,30-39,h,nspp,prive
Voter 27078,,(NP),(NP),,(NP),(NP),,(NP),,,0,Jean-Luc Mélenchon,t,t,t,t,4,18-29,h,superieur,public
Voter 27079,-2,(NP),(NP),-1,(NP),(NP),(NP),-2,,,0,Jean-Luc Mélenchon,t,t,t,t,5,18-29,f,superieur,etudiant
Voter 27080,(NP),(NP),1,1,(NP),(NP),(NP),0,,,-1,Nicolas Dupont-Aignan,t,t,t,t,5,30-39,f,superieur,autre
Voter 27081,1,(NP),(NP),1,(NP),1,(NP),(NP),,,-1,non inscrit,t,f,t,t,2,nspp,h,secondaire,etudiant
Voter 27082,(NP),2,(NP),(NP),2,(NP),(NP),2,,,-1,Jean-Luc Mélenchon,t,t,t,t,3,50-59,f,secondaire,chomage
Voter 27083,1,(NP),(NP),1,(NP),-1,(NP),(NP),,,-1,Benoît Hamon,t,t,t,t,4,30-39,f,superieur,autre
Voter 27084,1,(NP),(NP),1,(NP),2,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,f,t,t,2,30-39,h,superieur,prive
Voter 27085,1,(NP),(NP),1,(NP),(NP),0,(NP),,,-1,Benoît Hamon,t,t,t,t,2,30-39,h,superieur,prive
Voter 27086,(NP),(NP),1,1,(NP),(NP),(NP),1,,,1,Jean-Luc Mélenchon,t,t,t,t,6,30-39,h,superieur,prive
Voter 27087,(NP),(NP),1,1,(NP),(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,t,,f,4,30-39,h,superieur,public
Voter 27088,2,(NP),1,(NP),(NP),(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,t,f,t,3,50-59,h,superieur,prive
Voter 27089,,(NP),(NP),(NP),-2,2,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,f,f,1,18-29,h,superieur,
Voter 27090,(NP),1,(NP),(NP),-1,(NP),0,(NP),,,1,Jean-Luc Mélenchon,t,t,t,t,2,40-49,h,superieur,public
Voter 27091,(NP),(NP),,,(NP),(NP),,(NP),,,,Marine Le Pen,,,,,,nspp,f,nspp,nspp
Voter 27092,1,(NP),(NP),(NP),1,(NP),(NP),1,,,-1,Marine Le Pen,t,t,t,,7,40-49,f,superieur,autre
Voter 27093,(NP),(NP),1,1,(NP),(NP),2,(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,1,18-29,h,nspp,etudiant
Voter 27094,(NP),(NP),-1,2,(NP),2,(NP),(NP),,,-2,Emmanuel Macron,t,t,t,t,4,30-39,h,superieur,prive
Voter 27095,0,(NP),(NP),(NP),-1,(NP),(NP),-1,,,0,Emmanuel Macron,t,f,t,f,5,18-29,h,superieur,prive
Voter 27096,1,(NP),(NP),-1,(NP),(NP),(NP),-1,,,-1,Jean-Luc Mélenchon,t,t,t,t,3,60-69,f,secondaire,retraite
Voter 27097,-1,(NP),(NP),-1,(NP),(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,f,t,t,3,40-49,h,superieur,prive
Voter 27098,(NP),1,(NP),(NP),2,(NP),(NP),1,,,-2,Nicolas Dupont-Aignan,t,t,t,t,7,30-39,h,superieur,prive
Voter 27099,(NP),0,(NP),(NP),0,(NP),(NP),0,,,2,incertitude,t,t,t,t,3,60-69,h,secondaire,retraite
Voter 27100,1,(NP),-1,(NP),(NP),(NP),0,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,5,50-59,f,superieur,public
Voter 27101,1,(NP),(NP),(NP),-2,(NP),(NP),-2,,,1,Jean-Luc Mélenchon,t,,t,t,4,40-49,f,superieur,public
Voter 27102,(NP),(NP),1,1,(NP),(NP),1,(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,2,30-39,h,superieur,public
Voter 27103,(NP),(NP),1,2,(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,f,f,t,4,40-49,f,superieur,prive
Voter 27104,(NP),1,(NP),(NP),-1,(NP),1,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,0,30-39,f,superieur,public
Voter 27105,(NP),(NP),1,-1,(NP),(NP),1,(NP),,,1,Jean-Luc Mélenchon,t,t,,t,2,30-39,h,superieur,public
Voter 27106,1,(NP),(NP),1,(NP),(NP),1,(NP),,,1,Benoît Hamon,t,f,t,t,8,18-29,f,superieur,etudiant
Voter 27107,1,(NP),(NP),(NP),-1,(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,t,t,t,5,18-29,h,superieur,prive
Voter 27108,(NP),(NP),1,1,(NP),(NP),-1,(NP),,,0,Emmanuel Macron,t,t,t,t,3,18-29,h,superieur,prive
Voter 27109,,(NP),(NP),,(NP),(NP),(NP),,,,,,,,,,,,,,
Voter 27110,(NP),0,(NP),(NP),1,(NP),(NP),0,,,-1,Jean-Luc Mélenchon,t,f,t,f,0,50-59,f,superieur,public
Voter 27111,2,(NP),(NP),1,(NP),-1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,3,30-39,f,superieur,prive
Voter 27112,1,(NP),2,(NP),(NP),2,(NP),(NP),,,-2,incertitude,t,t,t,t,7,30-39,f,superieur,public
Voter 27113,(NP),(NP),-1,-1,(NP),0,(NP),(NP),,,0,Emmanuel Macron,t,f,t,t,4,30-39,h,superieur,prive
Voter 27114,1,(NP),1,(NP),(NP),(NP),(NP),2,,,-2,Jean-Luc Mélenchon,t,t,t,t,3,40-49,h,superieur,public
Voter 27115,2,(NP),(NP),-2,(NP),(NP),-2,(NP),,,1,Emmanuel Macron,t,t,,,4,50-59,h,superieur,public
Voter 27116,(NP),(NP),1,1,(NP),-1,(NP),(NP),,,1,Benoît Hamon,t,t,t,t,6,40-49,h,superieur,prive
Voter 27117,(NP),(NP),1,1,(NP),(NP),(NP),-1,,,1,Emmanuel Macron,t,t,t,t,3,40-49,h,superieur,liberal
Voter 27118,(NP),(NP),1,1,(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,f,f,t,1,18-29,h,superieur,etudiant
Voter 27119,,(NP),(NP),(NP),,(NP),1,(NP),,,-2,Emmanuel Macron,,t,t,,6,+70,h,superieur,retraite
Voter 27120,0,(NP),(NP),0,(NP),(NP),0,(NP),,,0,François Fillon,t,t,t,t,,40-49,h,superieur,prive
Voter 27121,1,(NP),(NP),2,(NP),0,(NP),(NP),,,2,Jean-Luc Mélenchon,t,t,t,t,3,30-39,h,superieur,prive
Voter 27122,1,(NP),(NP),(NP),0,(NP),-2,(NP),,,-1,Emmanuel Macron,t,t,t,t,1,30-39,h,superieur,prive
Voter 27123,1,(NP),(NP),(NP),-1,(NP),(NP),-2,,,0,abstention,t,f,f,f,7,30-39,f,superieur,prive
Voter 27124,2,(NP),2,(NP),(NP),2,(NP),(NP),,,-2,Benoît Hamon,t,t,t,t,3,30-39,h,superieur,prive
Voter 27125,2,(NP),(NP),(NP),-1,1,(NP),(NP),,,0,Jean-Luc Mélenchon,t,t,t,t,2,18-29,f,superieur,etudiant
Voter 27126,(NP),(NP),-1,-1,(NP),(NP),-1,(NP),,,-2,Jean-Luc Mélenchon,f,t,f,t,2,30-39,f,superieur,prive
Voter 27127,1,(NP),(NP),(NP),0,(NP),(NP),2,,,-2,Benoît Hamon,t,,t,,0,30-39,f,superieur,prive
Voter 27128,(NP),0,(NP),(NP),0,(NP),(NP),2,,,-2,Emmanuel Macron,t,t,t,f,3,18-29,f,superieur,public
Voter 27129,0,(NP),1,(NP),(NP),1,(NP),(NP),,,1,François Fillon,t,f,t,t,8,30-39,h,superieur,prive
Voter 27130,(NP),0,(NP),(NP),0,(NP),0,(NP),,,0,Jean-Luc Mélenchon,t,t,f,f,0,30-39,h,secondaire,chomage
Voter 27131,1,(NP),(NP),2,(NP),(NP),(NP),2,,,-2,Jean-Luc Mélenchon,t,t,t,t,1,40-49,h,superieur,prive
Voter 27132,(NP),(NP),-1,-2,(NP),(NP),(NP),-1,,,1,Emmanuel Macron,t,t,t,t,3,18-29,h,superieur,prive
Voter 27133,(NP),(NP),1,-1,(NP),(NP),-1,(NP),,,-1,Benoît Hamon,t,t,t,t,3,18-29,f,superieur,public
Voter 27134,(NP),2,(NP),(NP),-1,(NP),1,(NP),,,1,François Fillon,t,t,t,t,9,50-59,f,superieur,nspp
Voter 27135,0,(NP),(NP),(NP),1,(NP),(NP),-2,,,-1,Benoît Hamon,t,t,t,t,4,18-29,f,superieur,prive
Voter 27136,-1,(NP),(NP),(NP),1,(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,f,t,f,1,18-29,f,superieur,etudiant
Voter 27137,(NP),(NP),1,1,(NP),(NP),2,(NP),,,-1,Jean-Luc Mélenchon,t,t,f,t,1,30-39,f,superieur,public
Voter 27138,(NP),1,(NP),(NP),0,(NP),(NP),1,,,0,Emmanuel Macron,t,t,t,t,7,50-59,h,secondaire,prive
Voter 27139,0,(NP),0,(NP),(NP),2,(NP),(NP),,,-2,Benoît Hamon,t,t,f,t,9,30-39,f,superieur,prive
Voter 27140,(NP),(NP),0,0,(NP),0,(NP),(NP),,,0,blanc,t,t,t,t,5,30-39,h,superieur,prive
Voter 27141,1,(NP),1,(NP),(NP),-1,(NP),(NP),,,2,Benoît Hamon,t,t,t,t,2,18-29,f,nspp,etudiant
Voter 27142,0,(NP),0,(NP),(NP),(NP),-1,(NP),,,1,Emmanuel Macron,t,t,t,t,2,30-39,f,superieur,prive
Voter 27143,1,(NP),(NP),(NP),0,(NP),0,(NP),,,1,Jean-Luc Mélenchon,t,t,t,t,5,30-39,f,superieur,prive
Voter 27144,1,(NP),2,(NP),(NP),1,(NP),(NP),,,-2,Benoît Hamon,t,t,t,t,8,30-39,f,superieur,public
Voter 27145,(NP),(NP),-1,-1,(NP),(NP),(NP),1,,,1,Emmanuel Macron,t,t,t,t,3,40-49,h,superieur,prive
Voter 27146,1,(NP),(NP),-1,(NP),(NP),(NP),1,,,1,Jean-Luc Mélenchon,t,f,t,t,3,18-29,f,superieur,etudiant
Voter 27147,1,(NP),(NP),1,(NP),2,(NP),(NP),,,1,Emmanuel Macron,t,t,t,t,4,40-49,f,superieur,public
Voter 27148,1,(NP),1,(NP),(NP),-1,(NP),(NP),,,-1,Emmanuel Macron,t,,t,,4,50-59,f,superieur,public
Voter 27149,-1,(NP),(NP),(NP),0,(NP),(NP),0,,,1,François Fillon,t,t,t,t,6,+70,f,superieur,retraite
Voter 27150,-1,(NP),(NP),(NP),-2,1,(NP),(NP),,,1,Jean-Luc Mélenchon,t,t,t,f,5,30-39,h,superieur,prive
Voter 27151,(NP),(NP),1,2,(NP),(NP),1,(NP),,,-2,Jean-Luc Mélenchon,t,t,f,t,5,40-49,h,superieur,public
Voter 27152,1,(NP),1,(NP),(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,f,t,f,1,30-39,h,superieur,public
Voter 27153,(NP),(NP),1,1,(NP),(NP),0,(NP),,,-1,ne se prononce pas,t,f,t,t,3,18-29,nspp,superieur,public
Voter 27154,(NP),-1,(NP),(NP),-1,(NP),(NP),2,,,-2,abstention,t,f,f,f,0,18-29,h,superieur,prive
Voter 27155,1,(NP),(NP),2,(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,t,t,2,30-39,f,superieur,prive
Voter 27156,1,(NP),(NP),-1,(NP),(NP),0,(NP),,,1,Benoît Hamon,t,t,t,t,3,40-49,f,superieur,public
Voter 27157,(NP),(NP),1,0,(NP),(NP),1,(NP),,,-2,Jean-Luc Mélenchon,t,t,t,f,1,30-39,h,superieur,prive
Voter 27158,0,(NP),(NP),(NP),2,1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,3,50-59,h,secondaire,liberal
Voter 27159,1,(NP),0,(NP),(NP),(NP),1,(NP),,,-1,Emmanuel Macron,t,t,t,f,5,18-29,h,superieur,etudiant
Voter 27160,1,(NP),-1,(NP),(NP),-1,(NP),(NP),,,1,Emmanuel Macron,t,t,t,t,4,40-49,h,superieur,public
Voter 27161,(NP),(NP),0,1,(NP),(NP),(NP),0,,,1,Jean-Luc Mélenchon,t,,,t,2,50-59,h,secondaire,liberal
Voter 27162,(NP),1,(NP),(NP),1,2,(NP),(NP),,,1,Jean-Luc Mélenchon,t,t,t,t,5,18-29,h,superieur,etudiant
Voter 27163,,(NP),(NP),(NP),,(NP),(NP),,,,,Jean-Luc Mélenchon,,,,,,18-29,h,superieur,etudiant
Voter 27164,1,(NP),(NP),(NP),0,(NP),1,(NP),,,-1,Jean-Luc Mélenchon,t,f,t,t,2,40-49,h,superieur,public
Voter 27165,2,(NP),(NP),1,(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,t,t,3,50-59,h,superieur,public
Voter 27166,(NP),-1,(NP),(NP),-1,(NP),(NP),-1,,,-1,Benoît Hamon,t,t,t,t,5,40-49,h,superieur,prive
Voter 27167,(NP),1,(NP),(NP),2,2,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,2,18-29,h,secondaire,etudiant
Voter 27168,(NP),(NP),1,0,(NP),1,(NP),(NP),,,-2,Philippe Poutou,t,t,t,f,0,50-59,f,superieur,prive
Voter 27169,(NP),1,(NP),(NP),1,-1,(NP),(NP),,,-1,Emmanuel Macron,t,,f,t,3,50-59,f,superieur,autre
